,title_name,content,review
336,목디스크가 의심되는데 이에 도움이 되는 베개를 쓰면 괜찮아질까요?,"안녕하세요 29세 남자입니다.
장기간 차량을 타는 업무가 많은데
목디스크가 의심됩니다.
수면방해가 될 정도인데 베개를 좋은거 쓰면 괜찮아질까요?
라텍스 베개가 푹신해서 안좋은건지
궁금합니다.","안녕하세요, 하이닥 신경외과 상담의 김중권 입니다.

목디스크가 의심 되신다고 문의주셨는데요.
목디스크에는 너무 딱딱하지 않거나 너무 푹신하지 않은 자신이 가장 편한 베개를 추천합니다.

의심하고 계시다고 하니 정확한 진단을 위해 진료 받아보시는 것을 권유드립니다.

감사합니다."
337,목디스크 증상일 수도 있을까합니다..,"안녕하세요,

일단 이틀 전부터 뒷목이 상당히 뻐근합니다.
일요일에 자고 일어났을 때 오른쪽 승모근 쪽을 손으로 주물렀는데요. 그러던 중 갑자기 근육 경직?처럼 깜짝놀라는 느낌을 받으면서 갑자기 뒷목 쪽을 움직일 때 아프기 시작했고, 그때부터 지금 고개를 뒤로 젖힐 때 특히 아프고 고개를 좌우로 돌릴 때에도 뒷목 쪽이 땡깁니다. 고개를 숙일때도 땡기구요.
잠을 잘못 잤을 때처럼 일시적으로 근육이 뭉쳐서 그런 걸수도 있다고 생각은 하는데요ㅜㅜ 뒤로 젖힐 때 이렇게 아팠던 적이 없어서 걱정돼서 문의글 올려봅니다.
고개를 뒤로 젖힐 때 처음에는 많이 아파서 천천히 젖혀야 되구요, 그 직후 2회 3회 반복하면 약간 부드러워지기는 합니다.
약국에서 근육이완제와 진통제를 하루치 먹었는데 크게 나아진 느낌은 없네요..

제 기우였으면 좋겠습니다만.. 제 증상이 목디스크증상일 수도 있을까요?

답변 부탁드리겠습니다. 감사합니다.","안녕하세요, 하이닥 마취통증의학과 상담의 양경승 입니다.

신경이 없으면 통증을 느낄 수 없고, 근육이 수축하는 현상(담결림)은 발생하지 않습니다.
따라서, 목에 통증이 발생하고 근육이 뭉치는 현상은 신경 자극증상입니다.
신경 자극증상을 일으키는 경우는 다음과 같습니다.

1. 척추 측만증(옆으로 휜 척추), 일자목, 거북이 목 등의 자세질환 : 가끔 통증 발생
2. 반복되는 자세질환은 목디스크를 유발함 : 통증의 빈도와 강도가 높아짐
3. 중추성 통증 : 불안, 우울, 불면, 스트레스 등의 정서적 요인이 통증을 유발하는 경우

자세질환과 목디스크 질환은 연장 선상에 있는 질환입니다.
단순한 증상 만으로 자세질환과 목디스크를 구분할 수는 없고, 이학적 검사와 엑스레이 등을 점검해 봐야 합니다.
오래전 부터 있었던 목디스크는 증상이 별로 심하지 않을 수 있고, 최근에 발생한 목디스크는 통증이 아주 강한 편이라 경우에 따라서는 누워서 잠을 잘 수 없다고 호소하는 분들도 계십니다.

불명확할 경우에는 MRI를 고려해 볼 수 있습니다.
마취통증의학과, 신경외과, 정형외과 전문의와 상의하세요.

감사합니다."
338,"허리통증 질문, 혹시 디스크 일까요?","자전거를 40km타고 하루 쉬고 50km를 탔어요
그 뒤로 허리가 아픈데 지금 5일이 지났는데도 아프네요
뼈가 부러졌을 때 처럼 아리고 욱신욱신하게 아프네요
혹시 디스크 일까요?
보통 자전거 갑자기 오래 타고 걸리는 병은 무엇인가요?","안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.
디스크라면 허리보다는 다리쪽으로 방사통이 심하게 나타납니다 .
급성 요추염좌가 갑자기 자전거 오래 타고 나타날 수 있는 증상입니다."
339,허리디스크 통증이 반대쪽으로 번지기도 하나요?,"허리치료를 한 달넘게 받고 있습니다.
처음에는 오른쪽 종아리와 엉치부분이 많이 아파서 치료를 받았는데 조금씩 나아지면서 왼쪽 허리골반주위와 무릎, 정강이 살짝 밑부분의 좌측과 앞부분에 통증이 많이 생기더라구요.
다리통증 방사통이 허리디스크의 흔한 경우로 알고는 있는데
근데 이렇게 한 쪽이 나으면서 반대쪽에 통증이 나타나는 경우가 있나요? 디스크가 심해진걸까요..?","안녕하세요. 하이닥 응급의학과 상담의 한재병입니다.

환자분의 허리디스크 상태를 정확히 모르기에 답변이 애매하지만, 한쪽이 나으며 반대쪽 통증이 생긴다기보다는 지금까지 잘 느끼지 못했던 통증이 느껴졌을 가능성이 있어보입니다. 증상 지속 혹은 악화시 담당 선생님과 상담 권유합니다"
340,가벼운 디스크 증상이 있습니다. 골프를 배워보려는데 괜찮을까요?,가벼운 디스크 증상이 있습니다. 골프를 배워보려는데 괜찮을까요?,"안녕하세요, 하이닥 마취통증의학과 상담의 최종환 입니다.

디스크가 있으시군요!
골프를 배우시기전에 체중을 먼저 조절하기를 권해드립니다
디스크가 있는상태에서 골프를 시작하면 디스크가 악화될 우려가 있습니다.

그래도 꼭 배우고 싶으면
1. 체중조절
2. 허리유연운동,강화 운동
3. 허리인대 강화주사(통증의학과 정형외과 신경외과 방문)를 병행하여 허리를 유연,강화 시키면서
가볍게(무리는 금지) 시작하시기 바랍니다

감사합니다."
341,26세 여성 목디스크 및 허리디스크 증상 관련하여 질문 드립니다,"26세 여성이며 따로 몸을 크게 사용하지는 않는 직종에 종사하고 있습니다

작년에 목가슴 쪽 부위에 통증을 지속적으로 느껴 정형외과에 내원 했었었는데 목디스크 소견이 있었고

정도가 심하지 않아 당시 처방해준 약으로 증상이 잦아들어 잊고 지내다

최근에 헬스장 피티를 다니며 운동 전 후로 스트레칭도 제대로 하지 않으며

웨이트 운동을 무리하게 하였었습니다 ( 피티 후 2 ~ 3 시간 )

집에 와서 각종 맨몸운동을 추가로 무리하게 하였었구요

식단을 극단적으로 줄이고 영양제도 따로 섭취하지 않았었습니다

그렇게 2주 정도 운동을 다니다보니 손목을 디딜 때나 사용을 할 때 통증을 심하게 느끼고

신체 전체적으로 근육이 경련을 일으키고 잘 때 근육이 발작하여 잠에서 자주 깨는 등 이상을 느껴

혹여나 하는 마음에 얼핏 봤던 루게릭병 같은 질환이 아닐까

근처 신경과에 내원 하여 오른쪽 팔다리 근전도 검사를 진행했었습니다

결과에는 큰 이상은 없었고 안심하며 신경과에서 처방해준 약을 먹으며 일상생활을 했는데

근육의 발작은 없어졌고 근육 경련의 빈도는 줄어들었으나 손목의 통증은 나아지지 않았었습니다

이 때부터 갑자기 검사했던 오른쪽 팔이 아닌 왼쪽 팔에 힘이 빠지는 느낌이나

저린 감이 크게 드는 등 불안감이 심하게 다가왔고 ( 건강염려증 ) 다른 신경과에 다시 내원하여

왼쪽 팔다리에 근전도 검사를 진행 하였으나 역시 이상은 없었습니다

그러다 이런 증상들이 나아질 기미가 보이지 않아

신경외과로 내원하여 MRI 및 적외선 검사를 필요로 하다 하셔서 검사를 진행했었습니다

그 결과 예전에 정도가 심하지 않았던 디스크가 신체 전체적으로 발견 된 것 같습니다

아래에 소견지는 첨부하였구요 디스크인 줄 알면서도 근육 관련하여 증상이 나아질 기미가 없다보니

최근 한달 정도 여러 병원에 내원해보며 물리치료도 받아보고 주사도 맞아보고 하는데 역시 나아질 기미가 없다보니

루게릭병은 아닐까 불안이 꽤나 심한 상태이고 이로 인한 스트레스로 일상생활이 너무 힘든 상태입니다 ..

몸 어느 부위에만 살짝 이상이 생겨도 루게릭병은 아닐까 끼워맞추기 식으로 불안을 자꾸 염려하게 됩니다 ..

현재는 왼쪽 손목에 통증 및 팔 저림 압박감 , 자고 일어난 후 왼쪽 손 4번째 5번째 손가락에 마비가 오는 등

손가락은 잠시 풀어주면 원래대로 돌아오나 , 허벅지 무거움 종아리가 저린 느낌과 하체 통증 ,

신체 전체적으로 근육의 경련이 조금씩 있는 상태입니다 힘이 빠지는 것 같진 않구요

결과적으로 여태 내원한 신경과에서 받아본 근전도 검사 및 신경전도 검사 및 침검사에 이상 소견은 없었습니다

허나 신체 부위부위 별로 증상이 지속하여 발현 되다보니 너무 불안한 상태입니다

다음 주에는 하체에 근전도 검사를 받아볼 생각입니다 ,,

아래에 첨부해드린 제 목 자세 상태와 소견서 한 번 봐주시고 의견 댓글로 주시면 감사하겠습니다","안녕하세요. 하이닥 신경과 상담의 박종원입니다.
하체의 근전도 검사가 필요치는 않을 것 같습니다.
병원을 옮기면서
신경치료와 물리치료를 잘 받으시고
꾸준히 운동하고
스마트폰의 사용을 줄이고
활동량을 점차적으로 늘리시는 게 좋습니다.
뒷목과 앞목, 소흉근 등을 위주로 상체를 치료하고
종아리 등의 증상은 허리와 허벅지 후면 등을 위주로 치료를 합니다."
342,디스크 수술 이후 걷지를 못합니다.,"저희 아버지 병세 때문에 이렇게 상담드립니다.
저희 아버지는 현재 61세로 40세 때부터 류마티스관절염을 앓아오셨고, 목경추수술(2002), 임파선암 수술(2005-)  및 척추디스크 수술(2010) 등 받으셨습니다. 모두 똑같은 대학병원에서 받으셨는데,  2010년 척추디스크 수술 전 진통이 너무 심하셔서, 한차례 또 어깨에 수술을 받으셨었는데요. 어깨 수술 이후에 수술과 전혀 상관없는 손신경을 잘못 건드렸는지, 손도 마비가 되셨습니다.(병원에서는 몇달후면 괜찮아진다고 했는데 1년이 지나도, 낫지 않고 있죠..) 
그 후, 척추디스크수술(상담정보 참고부탁)을 2010년 4월초에 하셨고, 11월까지는 괜찮으셨는데, 12월경부터, 다리에 갑자기 힘이빠져 주저앉는 일이 많아지셨습니다. 일상생활을 하기 힘들정도로 말입니다. 디스크 수술이후 지팡이에 원래 의지하시기는 하지만,  이정도는 아니셨거든요. 병원에 여쭤봤더니, 경추쪽이 이상이 있어서 못 걷는거 같다고 답을 들었습니다.
이런 상황에서,
1. 아버지 다리(또는 경추?)가 수술이 가능하신건가요?
2. 수술을 한다면 어떤 수술이고, 비용은 얼마나 들지..
3. 이 병원에 계속 맡겨도 되는건지.. 수술할떄마다 다른쪽에 이상이 생기니, 병원을 옮겨야할지 생각중입니다.

자세한 상담 부탁드립니다.
감사합니다.","안녕하세요. 하이닥 신경외과 상담의 이동찬입니다.

작년 4월에 허리디스크 수술 후 괜찮으시다가
12월부터 다리에 힘이 빠지는 증상이 생겨서 걱정이 되어서 문의하셨군요.

문의하신 내용으로 보아서는
경추나 흉추쪽 이상으로 인한 증상일 가능성이 매우 높아보입니다.

답변1. 다리에 힘이 빠지는 원인이 정확히 파악이 된다면 수술이 가능합니다.

답변2. 수술방법과 범위는 경추와 흉추 MRI 촬영 후
결정이 될 것으로 생각되며 수술방법에 따라서
비용의 차이는 있을 것으로 판단됩니다.

답변3. 현재 환자에 대해서 가장 잘 알고 있는 것은
담당선생님이라 생각되며 병원을 옮기지 않으셔도 될 것으로 생각됩니다.

충분한 답변이 되었으면 좋겠습니다.
쾌유를 기원합니다."
343,허리디스크있는데요어떤운동이좋아까요?33세여성분입니다.,허리디스크있는데요어떤운동이좋아까요?33세여성분입니다.,"안녕하세요, 하이닥 운동상담사 황은진 입니다.

통증은 없으신지요? 통증이 있으시다면 병원을 먼저 방문해보시길 권장드리며, 목과 허리디스크의 통증을 줄여줄 수 있는 운동법을 추천드립니다.

우선, 허리와 목 디스크는 컴퓨터, 스마트폰, 나쁜 자세, 외상 등 장기간의 다양한 원인으로 생기게 됩니다. 올바른 생활습관과 운동을 꾸준히 하셔야 효과를 보실 수 있습니다. 가장 중요한 것은 항상 바른 자세를 유지한다는 생각과 함께 습관화 하셔야 합니다. 디스크가 있는경우 계속 의식하면서 자세를 바르게 하는 것만으로도 식은땀이 날 정도로 힘들 수 있습니다.

아래의 동작들을 틈틈이 해주시길 바랍니다.

- 항상 바른자세를 유지하는 습관들이기 (날개뼈가 가까워질 수 있도록 가슴을 펴고 턱을 살짝 당겨준다)
- 앉은 자세에서 머리를 최대한 뒤쪽으로 멀리 보내고 턱을 당겨준다.
- 날개뼈가 가까워진 상태에서 턱을 천장 위로 들어 올린다.
- 누운 상태에서 머리와 목을 가능한 바닥 쪽으로 최대한 밀어준다.
- 이마를 벽에 댄 상태에서 이마는 벽을 밀고, 턱은 가슴 방향으로 당겨준다.

20초씩 5회 진행해 주시길 권장합니다.

감사합니다."
344,목디스크때문에 특히 좌측팔의저림 현상이 지속되고 있습니 ...,"목디스크때문에 특히 좌측팔의저림 현상이 지속되고 있습니다. 소염진통제와 위보호제를 복용하지만 별로 효과를 느끼지못합니다.
저림현상이 지속되면 장차 어떤 일이 생기며 어떠게 치료해야하나요","안녕하세요, 하이닥 마취통증의학과 상담의 김영환 입니다.

팔저림 증상의 지속으로 힘드신 모양입니다. 우선은 목디스크에 의한 팔저림인지 정확하게 진단받으시는 게 우선일 겁니다. 팔저림 증상이라고 다 목디스크는 아니니까요.

만약에 정확한 목디스크 진단을 받으셨다면 부위와 의사소견, 환자 증상에 따라 다르긴 하겠지만 물리치료와 약물요법으로 경과를 보게 되고 이러한 치료에도 효과가 없다면 목디스크에 의해 손상된 신경에 대한 신경치료를 하게 됩니다. 만약 이러한 신경치료에도 반응이 없다면 수술적 치료나 비술적 신경시술을 고려해야겠죠.

하지만 무엇보다 중요한 것은 목디스크가 생기게 된 원인적인 환자 자신의 문제를 해결하지 않는다면 치료 효과도 없고 회복도 더딜 수 밖에 없을 겁니다.

아무쪼록 빠른 쾌유를 빌겠습니다."
345,목디스크,"목 디스크때문이 아니라 어쩌다가1달반전에 우연히 경추mri를 찍고 판독소견

C-Spine MRI)
C3-4, C4-C5 level : R/O mild bulging disc

어제 근전도를 했는데 근전도 소견이

Conclusion:

These findings suggest right C5,C6 radiculopathy

라고 나왔습니다.

제가 목 디스크 있는 줄은 몰랐습니다. 통증도 못 느꼈습니다.
근데 근전도에서 잡힐정도면 어느정도 심하다는 건가요??
앞으로 어떻게 관리를 해야하고 어떤과를 가서 치료를 해야하는가요??","안녕하세요, 하이닥 마취통증의학과 상담의 노민현 입니다.

꾸준히 목주변부 긴장도를 풀어주시고,
스트레칭 및 운동 열심히 하신다면 큰 걱정은 안하셔도 됩니다.
정확한것은 사진을 봐야 되겠지만,
평소 운동하듯이 관리하신다면 별 문제는 없을겁니다.

감사합니다."
346,허리디스크가 생겼고 생리를 안하고 있어요.,"허리디스크가 생겼고 생리를 안하고있어요
임신가능성은 테스트기로 확인했는데 아니라고 하고....
디스크때문에 생리를 안하는걸까요?","안녕하세요, 하이닥 산부인과 상담의 김현정 입니다.

허리 디스크가 무월경의 직접적인 원인은 아니나 심한 통증으로 몸컨디션이 안좋아지면 생리주기가 영향을 받을수 있습니다.

생리는 두달안에만 하면 별문제 없을것 같으니 조금 더 지켜보시고 2주후에도 생리가 안나오면 가까운 산부인과를 방문하여 다른 문제가 없는지 확인 해 보세요.

감사합니다."
347,"20대 4,5번 디스크","오늘 골반통증으로 CT를 찍었는데 골반은 괜찮지만 우측 엉덩이쪽 4.5번 척추디스크가 심하다고 합니다.( 하 중 상 단계가 있다면 중상단계라고 하셨습니다)
내일부터 바로 도수치료를 진행하기로 했습니다. 근데 제가 허리에서 제일 아픈 곳은 여성 속옷 브라 있는 부분이 제일 아픕니다. 그리고 목과 왼쪽 어깨 통증도 있습니다. 목은 엑스레이 상 거북목이 심하다고 했는데 디스크는 안보이나요?
♧골반CT로 허리 전체가 다 찍히나요? 위쪽 허리는 또 새로 CT를 찍어봐야하나요..ㅠ
♧디스크가 2군데에 있을 수 있나요?
♧ CT결과를 보여주시며 열심히 설명해주셨는데 , 집오고 나니 4,5번이 허리에서 어디인지 모르겠네요 위치 알려주세요ㅠㅠ
(제가 지금 가진건 엑스레이 사진 뿐 입니다, CT는 cd라서ㅜㅜ)","안녕하세요. 하이닥 응급의학과 상담의 한재병입니다.

경추부 혹은 흉추부에 디스크가 추가적으로 있을 수도 있습니다. 혹은 말씀하신 브래지어 라인 부근의 근육 질환일 수도 있습니다."
348,제가 겪는 증상이 목디스크랑 비슷한가요?,"현재 제가 겪고 있는 증상들입니다.

목디스크 검사는 아직 받지 않았습니다.

증상들로 봐서는 목디스크 일까요?

참고로 목과 어깨가 45도 굽었는지 20년이

되었습니다.

그래서 늘 목, 어깨 통증이 심했습니다.





현재 증상.

.뒷목 , 어깨 통증심함.

.심각한 거북목 변형.

.목을 90도 이상 돌리지 못함.

.뒤로 제칠때 어깨까지 통증 퍼짐

.왼팔 삼두근 통증(팔을 못 올릴정도의 통증

현재는 많이 회복)

.왼쪽 엄지의 어눌하고 우리우리한 느낌.

.왼쪽 엄지 끝을 누르면 저릿저릿함.(다른 손가 락들은 정상)

.오른팔 전체적으로 무거움.

.목을 제치면 오른팔까지 방사통 퍼짐

.오른팔 찌릿한 저림이 아니라 묵직한 저림

.오른팔은 어깨부분이 통증이 심하고

팔쪽은 무거움.



저는 저린 증상은 거의 없고 목, 어깨통증이

심하고 양팔 모두 무겁고 어눌한 느낌이

큽니다. 오른팔은 방사통도 좀 있구요.

2년 전 xray상 신경 누르는 곳 없다하는

말 들었는데 X-ray상 목디스크를 확인할수

있나요?

목디스크 증상과 비슷한지도 궁금합니다.

건강하세요","안녕하세요. 하이닥 신경외과 상담의 한홍준입니다.

적어주신 증상과 연령 등을 고려하여 볼 떄 경추부 추간판 탈출증이 있을 가능성이 높을 것으로 판단됩니다.
다만, 그 정도에 대해서는 정밀 검사를 요합니다.

엑스레이만으로는 경추 추간판 탈출증 (디스크)의 유무를 진단하는 것은 어렵습니다.

감사합니다. "
349,디스크 환자인데 고지혈증으로 리피스톱정 먹어도될까요?,"리피스톱정 처방받았는데 허리디스크가 심한데 복용해도될까요?

디스크도 근질환인가요?","안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.
허리 디스크은 근질환은 아닙니다. 고지혈증으로 처방받으신 리*스톱은 디스크가 있어도 드시는데 문제는 없을 것으로 생각됩니다."
350,허리디스크입니다 학생인데 의자에앉을때마다 통증이심합니다,허리디스크입니다 학생인데 의자에앉을때마다 통증이심합니다 의자에앉을때방법이랑재활을 말하면좋을듯싶습니다ㅋ,"안녕하세요, 하이닥 운동상담사 최해현 입니다.

보통 허리디스크가 있는 사람은 많이 움직이지 않는 게 허리 건강에 좋다고 생각할 수 있습니다. 하지만 움직이지 않고 같은 자세를 장시간 유지하는 것은 허리디스크에 치명적입니다. 오래 같은 자세를 유지하게 되면 허리에 피로가 더 쉽게 누적되고 허리를 구부정하게 하는 등 바르지 못한 자세는 허리에 지속적인 압박을 가하게 됩니다. 결국 디스크의 퇴행을 앞당기게 됩니다.

‘디스크(추간판)’에는 혈관이 없어 내부 세포가 활동을 유지하기 위해선 주기적으로 몸을 움직여야 산소와 영양분이 공급될 수 있습니다. 하지만 심한 디스크거나 척추염이 있을 때, 무리한 운동은 오히려 증상을 악화시키므로 주의해야 하며 어느 정도 회복될 때까지 가벼운 스트레칭, 걷기 등의 운동을 해주는 것이 좋습니다.

감사합니다."
351,디스크 내장증에 좋은 운동 or 스트레칭,"반년마다 허리에 통증을 느껴 큰병원에 갔더니 디스크내장증이 의심된다 하더라구요.
물론 MRI를 찍어야 확실하게 알 수있다고 하였으나 종합적인 설명과 여러증상(누워서 다리 못들기,앉아서 다리 들면 통증, 앉을때나 상체숙일때 큰 통증등)을 통해 의사님이 거의 그런 것 같다고 하시네요.
큰병원에서 치료받고 싶지만 비용과 거리가 멀어 조금 힘들고 특별히 다른 의사분들의 의견을 듣고 싶어 이렇게 묻습니다.

1. 큰병원에서 하는 물리치료가 동네 일반정형외과에서 하는 것과 특별히 차이나는 것 있나요? 없으면 동네병원 다닐려고요.

2. 운동치료와 병행해야한다고 했는데 어떤운동과 스트레칭이 디스크내장증이 효과가 있나요? 줄넘기, 뜀박질은 절대금물이라 하더라고요.

3. 완치가 가능합니까? (치료후 일상생활중에 허리에 어느정도 충격이 또 가해지면 언제든지...라는 소리를 들어서요)

장문 읽어주셔서 감사합니다.
잘 치료하기 위해 궁금한점이 많아 말이 길어졌네요.","안녕하세요, 하이닥 신경외과 상담의 김중권 입니다.

전문병원과 일반 병원이나 의원과의 차이는 비단 금액적인 측면만 생각할 문제가 아니라 정확한 진단이 가능하다는 장점이 있습니다.

질문자의 증상을 보았을때 정밀 검사가 요하며, 정밀 검사로 적극적인 치료가 가능합니다. 이런 적극적인 치료가 빨리 회복되어 일상생활로 복귀가 빨라집니다. 참고하셨으면 좋겠네요

질문자의 질문에 답하자면
1. 물리치료하는 방법과 기구의 차이가 있을 수 있습니다.
2. 디스크 압력이 증가되는 과한 운동은 삼가하는 것이 좋고 가볍게 걷기 운동이나 수영을 권합니다.
3. 정확한 원인이 파악되어야만 질문자의 질문에 답을 할 수 있을 것 같습니다.

감사합니다."
352,허리디스크 치료 과정 관련 질문,"1년 전 쯤 갑작스러운 허리 통증이 있고난 다음에 조금 지나서 동네 통증의학과를 갔는데 4번5번 척추가 좁아져 있다는 정도의 얘기만 듣고 별다른 치료나 다른 병원에 가거나 하진은 않았었습니다
그리고 얼마 정도 후부터 허리 통증이 지속적으로 느껴지더니 앞으로 굽히는 동작을 못하고 허리를 자유롭게 쓰지 못합니다 그렇다고 일상생활이 안되는 건 아닙니다 허리를 안쓰고 다리를 굽히면 어느정도 무게를 드는 것도 괜찮습니다
여러가지로 봤을 때 허리디스크가 맞는 것 같은데 제 상태가 어느 정도인지 알고 치료를 받고 어떻게 관리하고 해야 하는지 알고싶은데요
병원을 가게 되면 먼저 약물 치료나 관련 치료를 먼저 해보고 나중에 mri를 찍나요? 아니면 mri를 찍고 후속 진료가 되나요?
mri 비용 때문에 한국건강관리협회에서 mri를 촬영해서 병원을 방문을 하고 싶어서요 아니면 병원에서 mri 찍자고 할 때 다른 곳에서 찍고 오겠다고 하고 와서 진료를 계속 받아도 되나요?","안녕하세요?
하이닥 정형외과 상담의, 금메달정형외과 서희수 원장입니다.

허리 디스크가 의심되는 경우라도, 신경 마비나 감각 이상이 없다면 바로 MRI 검사보다는 충분한 비수술적 치료를 시행합니다.

재활 운동이나 주사 치료 등을 통하여 증상의 호전이 대부분 이루어지지만, 만일 이와 같은 보존적 치료에도 증상이 지속되는 경우에는 MRI 검사가 필요할 수 있습니다.

본인께서 편하신 병원에 가셔서 MRI 검사를 시행하신 후, 자료를 가지고 원하시는 병원에서 진단 받으셔도 무방할 것으로 생각됩니다.

감사합니다."
353,목디스크와 발목 좌골신경 부상때문에 몸이 안좋습니다. ...,목디스크와 발목 좌골신경 부상때문에 몸이 안좋습니다. 요새는 감기인지 두통도 초래하고있습니다,"안녕하세요, 하이닥 마취통증의학과 상담의 차상현 입니다.

날씨가 추워지면 근골격계 질환이 악화되는 경우가 많습니다.

감기를 치료하시는데 중점을 두시면서 몸관리를 충실히 하셔야 할 것 같네요.

감사합니다."
354,허리디스크와 목 역C 증상과 목디스크도 있을꺼라는 진단을 받았는데 증상 완화를 위한 운동법 추천해주세요,허리디스크와 목 역C 증상과 목디스크도 있을꺼라는 진단을 받았는데 증상 완화를 위한 운동법 추천해주세요,"안녕하세요, 하이닥 재활의학과 상담의 김현석 입니다.

요추를 신전시켜주는 맥켄지 운동을 검색해보시고 따라해보시길 바랍니다. 허리디스크에는 허리를 신전시켜주면 디스크가 신경을 압박하는 정도가 줄어들기 때문에 견인치료의 효과를 볼수 있고 척추신전근이 강화되면 구조적으로도 디스크가 버텨야하는 압박을 주변 근육과 인대를 통해 지지가 용이해집니다.

물론 걷기운동 및 수영 등을 통한 유산소운동은 허리신경으로 가는 혈류를 증가시켜주어 통증에도 도움이 되며, 온찜질 등으로 근육을 이완시켜주고 폼롤러, 짐볼 등으로 이용한 요추주위근 스트레칭 운동도 좋습니다.

경추의 경우 수건등을 말아서 목뒤에 받치고 경추의 C자형태를 만들어주어 경추주위근을 릴렉스시켜주는 것이 좋습니다. 또한 경추의 사방 스트레칭 및 손바닥을 미는 저항운동등도 경추주위의 근력을 키우는데 도움이 되리라 생각됩니다.

혼자가 어려우시다면 물리치료, 도수치료 등이 가능한 주위의 재활의학과, 정형외과, 통증의학과 등에 방문하시어 진료 보시고 의사선생님과 상담해보시길 바랍니다.

제 답변이 도움이 되었길 바랍니다. 감사합니다."
355,목디스크증상이 있습니다 근데 유독스트레스받는 날은 목가 ...,목디스크증상이 있습니다 근데 유독스트레스받는 날은 목가누기도힘듭니다 몸이뒤틀린다고해야할까 ? 왜그럴까요 운동밖엔방법이없나요?,"안녕하세요, 하이닥 마취통증의학과 상담의 배규룡 입니다.

목 디스크 진단을 의사로 부터 받은 것이라는 것인지 본인이 목디스크라 생각하는 것인지 잘 모르겠습니다. 의사의 직접 진찰을 받아야 하지만 보통 목을 움직일 때 목이아 어깨 팔로 통증이나 저림이 내려가면 목 디스크를 의심 할 수 있습니다.

진단은 의사의 이학적 검사와 필요하면 mri진찰을 통해서 해야하며 진단 된 후에는 통증이 심하면 경막외신경차단주사 치료 혹은 신경근차단
주사 치료로 통증을 없애고 견인 , 물리치료등 보존적치료를 통해하시면 됩니다.

만약 보전적 치료로도 참을 수 없는 통증이 계속되던가 척수 압박 소견이 있던가 하면 수술적 치료을 해야 할 경우도 있습니다.

정형외과 마취통증의학과를 찾아 진찰과 검사로 확인되면 치료 받기 바랍니다. 혼자서 운동요법으로 치료하려는 것은 위험하고 증상을 악화시킬 수 있다고 생각합니다.

감사합니다."
356,허리디스크 환자인데 입식실내자전거를 타도 될까요?,정확히 mri검사 받은 건 아니지만 의사선생님이 허리디스크 같다고 하시더라구요. 집에 입식실내자전거가 있는데 타도 허리에 문제 없을까요?,"안녕하세요, 하이닥 정형외과 상담의 장종훈 입니다.

아마도 크게 무리는 없을것으로 사료됩니다.

디스크 증상이나 MRi자료가 있으면 더 좋겠네요..

감사합니다."
357,허리디스크 관리(군 복무중),"현재 요추 4,5번 요추5,천추1번 디스크 판정을 받고 6개월째 지내고 있습니다 2~3개월 전에는 방사통(좌골신경통)
이 계속 나타나지 않고 작업이나 훈련 근무등을 하면 나타났습니다 한달전 과도한 훈련으로 24시간 방사통(좌골신경통)으로 인해 수면장애를 동반하여 민간병원을 통원하며 물리치료,도수치료,견인,전기,체외충격파,초음파, 신경차단술(효과는 없었습니다) 등을 받아도 호전되는게 느껴지지 않습니다 도대체 어떻게하면 방사통을 줄이고 디스크가 흡수되게 할 수 있나요? 그리고 또한 퇴행성인지 급성인지 궁금합니다 긴 글 읽어주셔서 감사합니다

최근 한달전 mri를 다시 찍어봤습니다","안녕하세요. 하이닥 정형외과 상담의 이재만입니다.
예 제 경험으로 이정도의 Disc 는 중분히 극복이 됩니다. 우선 기운내시고요. 디스크는 탈출되어 신경을 누르면서 그로인한 통증 더심해지고 근력약화등도 오게되는데 대증적 치료가 적당히 잘 이루어 지면 이론적으로는 2-3달내로 증세 호전이 있습니다. 다시말해, 환자분은 적절한 치료가 되지않았으며, 허리주변 근육 인대에 대한 제대로된 평가가 이루어지지 않았을 가능성이 있어보입니다. 명심해셔야 할것은 절대 수술적 방법을 선택하기 전에 반드시 생활습관의 변화 또 디스크탈출을 야기하는 허리 주의 근 인대의 약화가 선행되어야 합니다."
358,허리디스크 운동 어떻게 해야하나요,"4월에 허리디스크 판정 받고 1달간 치료했습니다
그 결과 다리까지 오던 저림증상이 완화되고 일상생활을 했는데 요즘 조금씩 다시 저리기 시작합니다.
자주 걷고 맥캔지 신전운동을 하는데도 저림이 조금씩와서 다시 걱정인데 걷기와 신전운동 이외에 어떤 운동을 더 해야할까요?","안녕하세요. 하이닥 상담의 김지우입니다.
철봉에 매달리는 운동이 좋습니다.
철봉을 손으로 잡고 발 끝을 땅에 대고 스트레칭하면 척추가 펴집니다.
그러면 디스크 증상이 완화됩니다.
철봉을 이용해 주시기 바랍니다."
